,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
137,3194938.5,1737663.9,0.0,0.0,0.0,4891055.5,9746187.0,0.0,0.0,7962630.5,7506981.0,6500046.0,3010895.0,719922.2,3502343.0,9621491.0
138,3194938.5,1737663.9,0.0,0.0,0.0,4891055.5,9746187.0,0.0,0.0,7962630.5,7506981.0,6500046.0,3010895.0,719922.2,3502343.0,9621491.0
139,4624373.5,2515100.2,0.0,0.0,0.0,7079338.5,14106686.0,0.0,0.0,11525149.0,10865638.0,9408198.0,4357980.5,1042024.9,5069304.0,13926202.0
140,2746846.0,1493954.9,0.0,0.0,0.0,4205080.5,8379275.5,0.0,0.0,6845864.5,6454120.5,5588408.5,2588614.2,618953.0,3011136.2,8272068.5
141,361565.47,196733.06,0.0,0.0,0.0,553590.56,1103008.6,0.0,0.0,901314.7,849763.75,735716.3,340870.9,81370.36,396538.4,1088854.9
142,361565.47,196733.06,0.0,0.0,0.0,553590.56,1103008.6,0.0,0.0,901314.7,849763.75,735716.3,340870.9,81370.36,396538.4,1088854.9
143,361565.4,196733.06,0.0,0.0,0.0,553590.56,1103008.6,0.0,0.0,901314.7,849763.75,735716.3,340870.9,81370.34,396538.44,1088854.9
144,361565.47,196733.0,0.0,0.0,0.0,553590.5,1103008.6,0.0,0.0,901314.6,849763.7,735716.2,340870.84,81370.42,396538.38,1088854.9
145,361565.47,196733.06,0.0,0.0,0.0,553590.56,1103008.6,0.0,0.0,901314.7,849763.75,735716.3,340870.9,81370.36,396538.4,1088854.9
146,361565.47,196733.06,0.0,0.0,0.0,553590.56,1103008.6,0.0,0.0,901314.7,849763.75,735716.3,340870.9,81370.36,396538.4,1088854.9
147,361565.47,196733.0,0.0,0.0,0.0,553590.5,1103008.6,0.0,0.0,901314.6,849763.7,735716.2,340870.84,81370.42,396538.38,1088854.9
148,361565.47,196733.06,0.0,0.0,0.0,553590.56,1103008.6,0.0,0.0,901314.7,849763.75,735716.3,340870.9,81370.36,396538.4,1088854.9
149,361565.47,196733.0,0.0,0.0,0.0,553590.5,1103008.6,0.0,0.0,901314.6,849763.7,735716.2,340870.84,81370.42,396538.38,1088854.9
